 LOAN DEPOT ,"  LOAN DEPOT  26642 Town Centre Drive,  
Foothill ranch, , CA 92610 USA ",, 800-310-9229,," Sept 16th there was contact with Loan Depot agent Jon Morris. I applied for a Harp 2.0 loan. they sent gfe for a conventional loan but told me it was the same as a harp 2.0 which I found out was not true, they are not the same. I was asked for a $195 deposit and my credit card number. they said this was to prove I was serious in making application for refinance. Later I was told that I should not be surprised if I saw that there was a $495 charge pending on my card as that is the way the company does it and he did not know why.He assured me that they would never charge me this fee. The loan they said I was pre qualified for did not require an appraisal. (turns out many people have reported that this $495 fee was non refundable and was for an appraisal that they had done). Too many red flags over a couple days. I was high pressured to sign some documents and return immediately. I overlooked one page that said it was a fee for locking in a rate for 30 days. People do not usually pay anything up front to file a refinance application. I am dealing with a few other mortgage lenders to compare. As I was told not to worry about any charges to my card I signed unaware that it was a non refundable charge regardless of the outcome of the loan. I canceled my process when I realized there were too many mistakes and inconsistencies. I filed a dispute with my credit card amex and as I see that I did indeed sign a paper for the non refundable fee that was never told to me and just the opposite I am very upset that I may have to lose this amount of money to Loan Depot. They bait and switch and use deceptive practices all of which would be too much to write. I have consulted a lawyer, am planning to file a complaint with my state attorney general and any other legal remedy I can find. when I asked the person Karla Rivas who was doing the paper work whythere was an appraisal fee on the list of costs she said that was a mistake but did not rewrite it and take it off. Most people who have applied to Loan Depot usually put a $495 down for an appraisal fee. I do not require one. What is more important is i was told twice outright that I would never get the $495 charge on my credit card but with the fact that they slipped in that paper and told me it was to lock in loan and not change theri original promise of no 495 dollar fee I felt pressured and believed Jon Morris that he would keep his word. I am so sick to my stomach over all the shananagans that have gone on with this company. I am dealing with two other companies who would never charge me upfront for an application or to lock in an interest rate and may I say their rate was way to high for a harp or a coventional loan. They also charge over $500 more  than average for a title and they charge for origination fees that are not usually charged for a harp loan which is another reason it is not a harp loan but they keep insisting it is. Jon was very easy to talk to and very earnest and sincere except that is not how he operated and used that to deflect all the sneaky and deceptive and outright lying practices. Please just because someone seems nice and asks you to trust them do not. I do not know if I will be able to get this charge taken off my american express but I am so upset I got up to write this at 3pm in the morning. Please be very aware of the red flags out there. Asking for any money up front is a clear sign that something stinks. I plan to pursue this matter as far as I can take it. This is a warning that if a company does a few things that you question and then more, you should pay attention to this and do not believe things are going to get better because I have heard that things got much worse for people who were denied thier loans and not reimbursed for this fee that they say you won't be charged. Please don't anyone reply with I should have known better and not signed that paper. I know I should not have but when looking at the whole picture of a number of misinformation and mistatkes and errors Loan Depot made regarding the items I mentioned. and even more (they told me when I asked, that they do not know who the note belongs to that they are paying off to my loan servicer at Cenlar who got he loan from a mers freddie mac loan I originally obtained from Taylor bean and Whittaker in September 2008, That company was shut down and loan went to a servicer who represents I do not know who and when I asked Karla Rivas at Loan Depot if they would find out who actually owns the note she said they would never know. I asked how will I get a copy of note that says paid in full so that I do not put myself in jeopardy in case the real investor that seems to be a secret is not paid off. Please people wirte these experiences so that eveyone will know who to avoid. It was unfortunate I did not see many of these online complaints before I got in touch with Loan Depot. Do not be fooled by seemingly nice talk. without clear answers that make sense. thanks ",  Mortgage Companies ,0
 Green Tree Servicing LLC ,"  Green Tree Servicing LLC  PO Box 6172 
Rapid CIty, South Dakota USA ",gtservicing.com, 800-317-1756,," Our 25-year mortgage was sold to Green Tree in May. We have never missed a payment. First they never notified us (nor did Bank of America) that they were the new mortgagae holder, so we threw away their envelopes thinking it was junk. (We had paid B of A as always.) They began to call us harassing phone calls. We thought this was straightened out, but then it began again in August. We paid a month in advance (we pay by check) because we were going to be out of the country. They somehow couldn't find this payment so continued to harass us. Then they held the Sept. check and sent us letters saying we owed for two months and were in default. They notified the housing authority, who offered us advice on how to keep our house. Again, we have never missed a payment. One person said she ""found"" the payment but that it wasn't showing up in the right category?! The calls continue. We are afraid, now that we owe only for two more months and then we'll be free, that they somehow won't find ouf payments and will try to say we are in default.  After reading all these other complaints, we feel we must tell our attorney about this to ensure our rights and be free of this devilish company forever. I really feel sorry for those who have a longer row to hoe. ",  Mortgage Companies ,0
" Ocwen Loan Servicing, LLC ","  Ocwen Loan Servicing, LLC  Palm Beach Boulevard, FL 
Carol Stream, Illinois USA ",www.ocwen.com, 800-317-1756,,"  Ocwen took over servicing my mortgage loan in 2012 and I've paid ever since.  This company will try anything to make more money off my account while proactively working to keep me from qualifying for refinance.  In July 2012 they received my payment as they had directed.  I  paid with money order and cashiers check as instructed by Ocwen and they held the payment in  a suspense account for several months, reporting me as delinquent on my credit report.  I've worked with this company on at least 4 occassions to repair their ""mistake"" but the ""mistake"" keeps occurring.   Delinquencies on my credit report keep appearing to prevent me from re-fiinancing my loan which I am trying to do now. Additionally, Ocwen added fees arbitrarily and increased the interest rate they charged me on the loan by one full percentage point - without my knowledge or notification.  I realized it when looking over my statement, which I do very carefully each month now that I know what an awful company they are.  They did return loan to original interest rate after I disputed their right to do so.  But the point is...  this company practices criminal conduct as a regular part of their business plan.  Beware, leave asap.   I hope there is a class action lawsuit, I'd love to be party to it.  This company is despicable, I'd be embarressed to work for it. ",  Mortgage Companies ,0
 Green Tree Financial Services ,"  Green Tree Financial Services   
Rapid City, South Dakota USA ",wwwgtservicing.com, 800-333-7023,,"  I initially had a mortgage under another company who sold my loan to Green Tree Servicing Company. Once I became acquainted with the new company (Green Tree), the representative would schedule a phone payment to be debited from my account for dates I had authorized. However, on the date that I had already authorized for the payment to be debited, they would try to obtain another payment the same day for the next month, and even say you were short for this month and we need your authorization to cover the shortage, this was the first time. The second time, I was told by the representative that I my outstanding payment was $1800, and told her she must be mistaken because I just sent you $1,000 and allii need to cover the payment was $400+, and I asked ""what happen to that amount""? She stated, there was a shortage and we will be sending $661 dollars back to you, because there was a shortage, and we need $300+ on the 30th of this month and if we can authorize 500+ on the 27th of the same month. These representatives main goal is to confuse defenseless home owners to default on their mortgages and take what they have worked so hard to maintain. I would be much more assured if you would investigate this company to expose the misapproriated practices from Green Tree Financial Services. At this time I am looking for a new mortgage company to handle my mortgage needs. ",  Mortgage Companies ,0
 Midland Mortgage ,"  Midland Mortgage  po box 26648 
Oklahoma City, Oklahoma USA ",MyMidlandMortgage.com, 800-338-4626,,"  My sister  had a home mortgage with Midland Mortgage, which required  a portion of her property taxes to be paid and  escrowed each month.  She refianced her house with a new lender, the new lender required her to pay the property taxes at closing, which she did.    She then contacted Midland Mortgage to have the escrowed tax money refunded because the taxes had been paid., and provided them with proof they where paid.   She was informed by Midland they had paid the taxes.   She asked them  to provide proof of their payment, (ie a canceled cheeck, electronic funds transfer receipt).   Instead  she was sent me a letter that just  stating they had paid it and if she had any further questions she could visit their website.  She tried to contacted the person who signed the letter, but no one at midland seems to know this person or their phone extension?   Being unable to speak with the author of this letter, she went back down to her Tax agency  in PA,  showed them the letter Midland had provided as proof of payment, (which by the way isnt proof of anything ) they have no record of Midland making any tax payment for her property.  The only record they have of paid taxes on this property  show my sister check number. They further showed her how their system is  design in a manner that would  prevent a duplicate payment.   She then returned home,  contacted Midland again, explain to them what she had learns from  the tax agency, and again asked for proof of their payment.  To date she has made 15 phone calls to Midland over the pass 6 weeks, asking for thier proof of payment, which they are unable or unwilling  to provide.   Her mortgage broker told her to contact the Consumer Financial Protection Bureau who informed  her this was not the first time they where hearing this complaint and suggested  she contact PA and OK Attorney General and file a complaint.   I am sharing this issues for two reasons, first has any one else had this happen and second what elese can she do to recover this money?    Thanks, ",  Mortgage Companies ,0
 Green Tree Servicing LLC ,"  Green Tree Servicing LLC  PO Box 6172,  
Grand Rapids, South Dakota USA ",www.gtservicing.com, 800-340-0473,,"  Since Green Tree has purcahsed the servicing of my loan from BAC, there has been nothing but illegal attempts to take money out of my pocket. This month, instead of my regular mortagage payment statement I received a statement that increased my monthly payment by $ 40. The payment is due in at the threat of late fees in 6 DAYS! No other finincial servicing company that I have ever dealt with presents you with an increase in payment without any explanation and functionally gives you no time to find out what is going on before you are slammed with late fees for non-payment. So, what is the $ 40 for?  Well, after 90 minuutes on the phone with GT, it turns out it is not for insurance ( my homeowners insurance actually went down this year) nor is it for taxes, which did not go up this year. It is for an ""Escrow Cushion"". That's right an Escrow Cushion. And what is that? Well, it turns out that is simply a rationalization to collect money that is not owed, as there is no reason for it to exist, except to make money for GT. What can you do? First, you can ask for an escrow waiver. An escrow waiver allows you to pay your own home owners insurance and taxes.Then, they have no reason to demand any money beyond principal and interest. You can also write your state AG with a written complaint, and ask them to contact Green Tree and ask them to legally justify each and every ""escrow cushion"" fee they are demanding of their clients, and force them to provide a 90-day advance notification whenever they plan to raise payments, which is how legitamate companies behave. ",  Mortgage Companies ,0
 PHH Mortgage ,"  PHH Mortgage  2001 Bishops Gate Blvd. 
Mt. Laurel, New Jersey USA ",Mortgage Questions.com, 800-365-0175,," This copany PHH Mortgage is my mortgage for my house. In the past year 2012  I got financial help from New Jersey Housing and Mortgage Finance Agency Commitment of NJ Homekeeper Mortgage and Loan Funds to pay my mortage for 12 months from June 2013. The total  amounts that I borrowed $47,084.00 The date of closing 6/6/2013  at closing table i found out that PHH Mortgage had put the amount 7,707.35 was portion to be set paid for this mortage. Which this amount I found out was the amount PHH Mortage claimed that I owed them for missing 2 months pays. Since I owned this house for 21 years I have never been missing or late payments for my mortage payment anytime. This amount was a ripoff amount PHH mortage have been adding into. When next year 2014 by May p I have to find the money to payment my mortgage. This company have several casese and customers that they have been ripoff for the payment of mortgages Please stop this before they do more damage to our life. !!!!!  //  ",  Mortgage Companies ,0
 hfc ,"  hfc  po Box1231 Brandon FL 3508-1231 
, Select State/Province USA ",www.hfc.com, 800-429-9623,,"  with hfc if you fall behind 1to 2 months you can never catch up they compond interest daily. i have tried talking to many of there associates i pay above required standard pymt Still go deeper in the hole. how do they get away with putting us deeper in debt, is there a solution to this madness, ",  Mortgage Companies ,0
 Nationstar Mortgage ,"  Nationstar Mortgage  350 Highland Drive, Dallas, TX 75265  
Dallas, Lewsville, Texas USA ",mynationstar.com, 800-480-2432,," Bank of America sold out loan to The Nationstar Mortgage Company in Texas. After one month they raised my monthly mortgagr payment to $ 4,024.68 from $2,514.54. I have sent them a registered mail asking them to reverse what they have done, but they have not even botthered to respond to my inquiry. We always paid our property taxes ourselves directly to the Los Angeles County. When Nationsar took over the loan they decided to pay the real estate taxes themselves and add a hefty escrow account of $11,452.15 to my loan & force us to pay over $1500 a month for it on top of our regular monthly mortgage. I have called, wrote letters to them with no reply from them. They are rip off artists. Someone should put them out of business.  ",  Mortgage Companies ,0
 Mark Pease @ First Commerce Credit Union ,"  Mark Pease @ First Commerce Credit Union   
Tallahassee, Florida USA ",www.firstcommercecu.org, 800-487-4916,," I am a realtor here in Tallahassee Florida with very strong relationships with local title agencies. The mortgage manager at First Commerce Credit Union has not once took the blame upon himself when closings go very wrong. The Real estate agents with experience and common sense along with title agents knows it not always the processors, closers or even the loan officer fault but take ownership for your team. For example, when a team has a bad game or season they move around some or bench some players or remove them from the roster. When the team have another bad season and the owner or in this case senior leadership need to look at replacing the coach or manager. Here is a list of True facts from realtors and title agents: 1. His name is Mark Pease and he doesn't like to return calls but will send a lengthly email 2. If he get around to calling he dominates the conversation with the same speech as before (yes, it happen before) 3. The closer or person who sends the HUD asks questions like its her first month on the job 4. The loan officer (female) has a hung up on a client and the Good Faith Estmate changes let's not go there.  But this make me wonder who is the leader. 5. The title agents says the underwriting is not done here locally 6. One agent said the mortgage manager Mark Pease never called her client back and ""that person"" works at the credit union. So ""that person"" went to a local bank as instructed by an employee at the credit union. 7.  Another agent said another client that works at the credit union was so upset that the mortgage manager doesn't return calls and when they did speak it was in a tone that ""she"" should have known how the mortgage process works. Yes, she was a first time home buyer ....... So if players tell other interested players not to play for this coach maybe the coach need to be replaced. 8. Ask Jerry Osteryoung who is the Chairman of the Board about his experience with Mark Pease  boardofdirectors@FirstCommerceCU.org 9. Ask employee Park Broome about his experience with Mark Pease 10. Ask Ric Holified (realtor) he said just complain or threaten not to send business and you will get what you want or someone fired. I revealed his name because he did and continually does unethical business arrangements and i am very surprised that someone at FCCU approved his loan. In which he braggs about and can't believe it himself. 11. Lastly, Mark Pease Mortgager Manager/Coach/Leader is it true that you approved a realtor loan based on the possibly that they will send you future business and a commission income from prior years but not recent 2 years?    First Commerce Credit Union need to change coaches if you want to survive in the purchase business.   Realtor, Tallahassee Unknown     ",  Mortgage Companies ,0
 WJ Bradley Mortgage Capital ,"  WJ Bradley Mortgage Capital  16885 W Bernardo Drive Suite 290 
San Diego, California USA ",www.wjbradley.com, 800-552-3000,," I would like to explain my experience with WJ Bradley as I was with the company from August 2011 until August of 2013. After being a very loyal employee and top producer I have seen the beginning and end of WJ Bradley and want all new prospective or current employees to understand what I went through so they don’t make the same mistake. During the first 8 months of my employment at WJ Bradley it was great, they were still a smaller organization and they really put the loan officers first. Over the course of my employment they acquired smaller broker shops to come aboard as WJ Bradley and then found some larger ones which really affected how the company operated. When HARP 2 came out and when they acquired Legacy and Emery Financial was really when the company changed gears. Below are a few things that they changed for ONLY the ones who worked at smaller shops: (Remember we started with the company and were the truly loyal ones).  Underwriting turn times went from 16 business hours to sometimes over 15 business days! We were unable to submit a loan without it being locked and the appraisal back in on refinances. Purchases we had to have the loan locked, appraisal was not required back to submit the loan at this time. Lock Extensions? Good luck getting one of those credited to you because it was the companies fault. They would find any reason in the book to say it was your fault rather than their insane turn times which caused the extension. I maybe was able to get a couple locks extended with the cost of the company and I was one of their top producers ranked in the top 50 loan officers month after month. Overlays, overlays, overlays – they would have these stupid rules unlike any other lender which prevented you from funding the loans. They were more concerned with the price they were able to sell the loans on the secondary market and wanted “perfect loans.” Many of my clients ended up getting funded from a different company that actually worked under the guidelines. INTEREST RATES! There is an extreme amount of competition between branches and corporate and most of the larger branches had better pricing than the smaller ones. Why? Because they did more volume and were able to secure a better bottom line than the other branches. This created competition even locally between branches and should never be the case. We shouldn’t be competing against the same company; it only causes problems down the line. These are just a few of the reasons I decided to leave WJ Bradley and it seems like I left at the right time!   Now to explain what happened to me both during and after my resignation/termination with WJ Bradley. I worked in the Rancho Bernardo office which Rick Sidley was the branch manager and Nick (Dominic) Carcioppolo was the “Operations Manager” who really didn’t do much. Rick Sidley was rarely in the office and still to this day I can’t understand what Nick was doing there besides creating these really colorful spreadsheets. How did this help our business, I have absolutely no idea and I know for a fact he was paid an ungodly salary for this. This caused an extreme amount of turmoil in our office bringing Nick on board. I have to say that this was the end of our group, not because he was a bad guy but more because of what transpired after he was hired. We had two teams at this branch, what you would call Inside Loan Officers who took leads and Outside Loan Officers which brought in their own business like me. The Inside loan officers did not like the way that Nick Carciopollo was managing them and that team diminished extremely quick, within a couple months of his start date over ¾ of that team left for other companies. In the meantime I was still hanging on because I believed in WJ Bradley Mortgage Capital. From January until the date that I left in August we lost over 28 employees and were only down to about 6-7 people left, 4 of them being loan officers. During my course of employment with WJ Bradley: I ruined almost every single one of my realtor relationships. Not once did I close a purchase on  time (and I dare you WJ Bradley to prove me wrong) Got absolutely no support with what I needed, built my business completely on my own Lost 2 amazing personal assistants, one because they called out the flaws to help which the branch manager didn’t like and the other because the branch “couldn’t afford her” but COULD afford someone making a 6 figure salary that did nothing but create spreadsheets. Worked for someone who was a compulsive liar, cheater and thief that would come up with a new idea to generate business every day rather than sticking with what worked. Processing was a nightmare, these people would go out on smoke breaks every 15 minutes, never get work done and lie about what they were supposed to get done. Turns out one of the processors was working for another company on the side and was never fired even though Rick Sidley was aware of this going on for months. I never knew how good a processor could really be until I joined the company I’m with now. Illusions that there was an overage account that I could use towards marketing, I never saw anything of this nature. Assistants were lied to and didn’t get the bonuses they were promised, my assistant started out below minimum wage and remained that way for almost a year. Most of the time they had to fight just to get their bonuses and reach out to corporate to make sure it was taken care of. What happened after I gave my notice of resignation? Was terminated the day after I gave my notice when Rick Sidley led me to believe it was in his best interest for me to remain employed until my start date with the new employer. The day I was driving into the office (not knowing I was being terminated) I received a phone call from one of the other WJ Bradley branches who said “Erik, SO I can FINALLY talk to you now” – This was from David Lippe & Mark Schellhaus with the Consumer Direct division who I researched months earlier and even sent them a few deals just to see how they operate (of course never getting paid). They tried to recruit me to their branch and said “Erik, so should I hold onto your termination” – I said “Sure, why not!” – In the back of my head I was thinking “Are you guys crazy? Do you really think I want to be a part of this organization of lies and deceit? This phone call I received was before I had any idea what I was walking into that day at work, and of course as soon as I walk in the door, half of the processors are fired, another branch manager quit, my assistant and I were both told to pack up our things and leave. Did I get paid on my deals funded after I left from WJ Bradley? No, I was led to believe that I would get paid on all my deals that funded after I left as long as they were within 30 days of my resignation which was mentioned specifically in my contract of employment. After calling multiple times the only answer I received until recently was “You will get paid under the terms of your contract” – 3 weeks went by and I didn’t see a dime and called HR back again, where’s my money? Laurel Timmons with HR at WJ Bradley Mortgage Capital informed me over the phone that I will NOT be getting paid on anything that funded after I left the company. Oh Really?!?!? This is not what my employment contract stated and I will be pursuing not only labor board but also federal labor lawsuits against them as it’s not a small amount of money, quite large in fact. Rick Sidley promoted working overtime but specifically stated that he would not pay overtime. Rick Sidley is actively pursuing my old clients by calling them and e-mailing them as he was recently demoted from branch manager to loan officer as they finally understood his management skills were lacking in quality and experience. He is now grabbing for straws, I know this for a fact because not only did my client reach out to me but I also sent a mock e-mail to see if he would call me back acting as a new client and of course he did! All in all Rick Sidley and WJ Bradley Mortgage Capital are a bunch of crooks and if you are a current or prospective employee, run for the hills! Make sure to close out your pipeline before you leave and make no mention that you’re leaving before you do that otherwise they will absolutely try and take advantage of you. They unfortunately picked on the wrong guy this time and I hope this information spreads as you need to be aware of who you’re working with. Feel free to contact me directly about this post as it’s the complete truth and I have documentation to support my claims, in no way is this false advice or inaccurate information. Respectfully, Former Employee Who Was Scammed & Wants to Warn Others ",  Mortgage Companies ,0
 OCWEN Loan Servicing ,"  OCWEN Loan Servicing   
West Palm Beach, Florida USA ",www.ocwencustomers.com, 800-617-0531,," OCWEN Loan Servicing appears to be systematically attempting to defraud borrowers by cancelling borrowers' automatic payments  (without informing the borrower) and then adding a late fee and turning the account over to collections.  This happens within days of the due date.  The first indication the borrower has of trouble is the ""collections"" call.  In my case, after a very stressful negotiation, OCWEN agreed to to ""make an exception"" for me since I have never paid late.  They would not confirm they had cancelled my automatic payment.  In fact, they wouldn't even acknowledge my questions about it which tells me this is an intentional scam. ",  Mortgage Companies ,0
 Global Media ,"  Global Media   
san mateo, California USA ",www.gmx.com, 800-634-7928,,"  IF YOU SEE AN EMAIL LIKE THE ONE BELOW WITH A DIFFERENT NAME OR COMPANY IT IS A SCAM. Close more loans, Guaranteed.. with a cost per closed file of $200-295                                                                      We can target applicants via Debt Consol, Cash-out, Locations, Endorsements dates, Current interest rate, LTV, FICO, etc.     All applicants are 100% exclusive, pre-screened to meet loan criterias, and are verified to ensure they are seeking a mortgage.  With our services you pay for real results, not just volume or unless traffic.  We do not charge for leads, referrals, monthly fees, or loans that do not close. If you do not close the number of loans, we guarantee within the first 30 days, we will continue having applicants call you until you close the quoted loans or you can cancel and the applicants are free. Give me a call when your are ready for applicants call you daily to submit their applications. Getting started takes 5 minutes. After signing up your position is secured, we can start your inbound customer calls within 24-48 hours.                               Sean Graham or AKA John Payne Global Media - AE Manager & Partner or AKA Genius Mailers  (GMX.com is a SCAM)Tel: (858) 935-7835 S.Graham@Global-Applicants.com                               ""When the top line looks shaky, the temptation is to cut spending. Fine - but do not cut product development, innovation, and advertising. These are not optional. Sacrificing any of these may make your company's future questionable.""  Fortune Magazine (this quote is used in multiple aliases) NOT SMART GMX!                              Confidentiality NoticeThis message and all attachments are solely for the intended recipient and or company and may contain confidential or privileged information. If you are not the intended recipient, please delete or destroy this and all copies of this email and all attachments, and notify the sender.  This email and all information it contains is covered by the Electronic Communications Privacy Act, 18 U.S.C. Sections 2510-2521 and is legally privileged.   ",  Mortgage Companies ,0
 Ocwen Mortgage Compay ,"  Ocwen Mortgage Compay  po box 6440 carol stream Illinois 60197--6440 Inte 
Internet USA ",www.ocwen.com, 800-643-0202,," About a week ago, we started getting harrassing phone calls several times a day from a mortgage servicing company call Ocwen.  This was very confusing, since we no longer own a home.  When I told them this, the man on the phone, calling from India, asked me for my social security number.  When I refused to give it to him, he told me that he could not give me any more information and that I needed to write to them in order to get thaat to stop calling me.   Rorye Millburn ",  Mortgage Companies ,0
 Cancel1Mortgage.info ,"  Cancel1Mortgage.info  111 Mohawk Trail #7,  
Crestview, Florida USA ",www.cancel1mortgage.info, 800-643-0202,," This company claims to offer seemingly foolproof methods of having legitimately-owed mortgage, IRS tax bills, credit cards, and other types of legally-owed debts canceled leveraging a program based on international promissory notes and other instruments which they claim are U.S. government-backed negotiable securities under some obscure United Nations financial code.  Folks, if this was what they claim it is, EVERYONE would already be doing it! They will offer to immediately sell you a $37 pamphlet via their website which allegedly shows you this magic path about how to cancel your debts, stay in your house without actually paying the mortgage balance you truly owe, avoid paying actual IRS tax bills, etc....Of course, they also offer to take even more of your hard-earned funds to attend seminars and classes about this and their other 'programs.' As we have often been advised, when something is too good to be true, it IS too good to be true. Following are verifiable law enforcement and other official reference sources warning about the dangers of programs such as this: http://www.fbi.gov/scams-safety/fraud   - scroll down to the section about Prime Bank Note Fraud http://www.treasurydirect.gov/instit/statreg/fraud/fraud_primebank.htm http://www.treasury.gov/about/organizational-structure/ig/Pages/fraud-alerts_index2.aspx http://red.state.nv.us/publications/announcements/fraud-alert-promissorynotes.pdf ",  Mortgage Companies ,0
 Genius Mailers ,"  Genius Mailers  1840 Gateway Dr. 
San Mateo, California USA ",www.geniusmailersexpress.com, 800-643-0202,,  We’ve recently came across a fraudulent  marketing company(scammers)called Genius Mailers…they claim to be an “online marketing company” who go by different aliases and names. They will try to get you signed on by providing convincing information about your industry and what they can do to get you guaranteed business. They are listed multiple times for taking a variety of companies money and then never hearing from them again. This email is just to warn you of their scam and fraudulent actions. John Payne and Kathleen are scam artisits. ,  Mortgage Companies ,0
 OCWEN Loan Servicing ,"  OCWEN Loan Servicing  P.O. Box 24737 
West Palm Beach, Florida USA ",www.ocwen.com, 800-643-0202,," My husband died on 4/4/2012.  I am a senior citizen and I contacted the mortgage company that he was deceased.  The loan servicing company has changed hands 3 times and it is now serviced by Ocwen Loan Servicing.  In 2001 we refinanced thru Option One Mortage company and they sold our loan many times.  At the closing in 2001 we did not sign the Promissory note and my signature is not on the note. They say it was only signed by  my husband.  Since May of 2012 I have been trying to assume the loan at a lower interest rate and I have been harassed, told lies, false promises and been given mis-information on all levels.  I do have an account representative from Ocwen who has no power to make decisions.  It is now September of 2013 and I still have no idea what Ocwen is requesting.  I have sent 5 packets for loan modifications, which they have lost 4 of them.  I have loan assumption papers, which they don't acknowledge.  they made me go to the bank and get a power of attorney just to speak to my son who is trying to help me. The authorization to speak to my son  was notarized in NY state and as of 2 days ago, they said they had nothing in their record allowing him to speak on my behalf.  Even tho I sent the papers in July of 2013 and before that in October of 2012.  They lose paperwork, or say it is not in my file.  Now they want $2000 down and say they will lower my monthly amount by $100. but I will have to pay a balloon amount in 2033 when the note will be paid.  However it does not say what the amount will be in 2033. I have contacted my local politicians, they can't help me.  I went to see 3 lawyers, paying out of pocket, they haven't helped me.  I sent a packet of information to the Attorney General of New York in June of 2013 and they never responded to me.  I have kept every piece of paper from all 3 servicing agencies since my husband's death.  The 3rd company does not acknowledge the agreements with the 2nd agency (Homeward Residiential) even tho I was told Ocwwen  would . I need help, but do not know where to get it.  I haven't paid the mortgage since October of 2012 because they kept telling me I would have a loan modification in 30 days..( didn't happen)  then they put me in forebearaance after the hurricane for $750.00 and the new company Ocwen say this was not in their paperwork.  I have no idea what I owe and now I am totally frustrated.  Can anyone help me????? ",  Mortgage Companies ,0
 hanover square apartment ,"  hanover square apartment  2461 old camden square 
madison, Wisconsin USA ",www.hanoversquareapartment.com, 800-643-0202,, I moved out  08/05/2013. It's been more than 21 working days .For me yo get my deposit back. They trying not to give it to me. They not returning my call. ,  Mortgage Companies ,0
" Ocwen Loan Servicing, LLC ","  Ocwen Loan Servicing, LLC  1661 Worthington Rd ste 100 
West Palm Beach, Florida USA ",www.ocwen.com, 800-643-0202,,"  I have been filling out reports with Ocwen since 2010 for HAMP and loan modification. I get refused due to income and when I recieve paperwork they have wrong amount of income on it and I have to start paperwork over. Finally got approval for Hamp this year and they send me final paperwork giving me 2 days to find notary get everything done and back to them. I am under Chapter 13 in TN and according to my attorney paperwork has to be approved by him prior to signing loan papers. Ocwen agrees to give me 30 more days to get everything done. I get everything done and paperwork sent in along with 1st payment to be told they are now denying my HAMP loan because I was late getting everything in. So I have now started process again, they tell me I no longer can apply for HAMP but will do look at loan modification. I now get letter stating I now have a dedicated personal relationship manager that will work to identify best potential resolution options. The online address they provided to schedule an appointment does not work and no one answers phone. Plus all my paperwork I was told to send was sent to address in Bloomington MN, but make no mention of having this paperwork. I am so tired and frustrated with this company and wish someone would start a new Mortgage company just to take all the Ocwen mortgages from them. I never had these problems when I was with GMAC this company sucks! ",  Mortgage Companies ,0
