" iMonsterLeads, L..L.C ","  iMonsterLeads, L..L.C  9220 Worthington Rd. Suite 215 
Westerville,, Ohio United States of America ",imonsterleads.com, 6143922300,"iMonsterLeads, L..L.C, DON'T LET THEM TAKE YOUR MONEY! Leads were purchased from them and WE HAVE STILL NOT RECIEVED leads that we PAID FOR 2 months later...they are very unprofessional in the way they conduct themselves! Westerville,, Ohio","
										It was to be a lovely excersion to Moscow, I had went online and bought airplane tickets from Travelocity and had paid for a visa from Visittorussia.com. The same day that the charges were coming in, I saw a charge for 9.95 from a MWI*CNSconnections. At first I thought it was strange and thought that it might have been another charge for shipping the forms that I needed for my visa or for my airline tickets, so I thought nothing of it because I did not know what this company was. 
When I got back home, I was surprised to see that MWI had charged me 2 more times. I disputed this with my bank, and the charges were stopped. The next month, I was surprised to see AP9*connections billing me another 9.95. I knew it was the same company because the contact number was the same.
Thanks to this site I found out that I was indeed being ripped off, which I had a hunch of before... Yeah I am not too quick to catch on to these things. But after reading other complaints on this site I am going to try getting my money back from them today. Wish me luck!
Ken
Salem, OregonU.S.A.EDitor's Suggestions on how to get your money back!  HERE IS WHAT RIP-OFF REPORT SUGGESTS YOU DO:  
Go to your bank within 60 days of the charge, or as soon as you know about the charge, don't delay, and tell them that there has been fraudulent activity within your account.  Explain that you wish to file a dispute, and demand that they assist you in accordance with Federal Regulation E.  
According to the majority of victims interviewed by Rip-off Report, those who immediately called their banks to dispute the charges did not get very far.  Many victims got the following responses from their banks: we could not do anything for you or you waited too long; it has been more than 60 days. 
If the bank is says that you have waited too long, explain to them how you called their 800 number as soon as the charges were found, and were told by the bank that nothing could be done.  Remind the bank that they failed to assist you properly at the 800 #, and instead, provided you with an inadequate explanation of your right to dispute.  Tell the bank that it's their fault time has expired, and since they gave you the wrong info to begin with, they will just have to deal with it, take the loss and reverse the charges. 
Tell them the truth; this was unauthorized and your account was NOT to be charged! Keep emphasizing how you never authorized anything!  Direct them to the hundreds of victims reports that were filed on Rip-off Report.com.  And if you're at the bank, walk them over to their computer and make them go to this site!  If you are on the phone with them, tell them you will wait while they access this site!  Either way, be persistent!   DO NOT TAKE NO FOR AN ANSWER!  
Let them know nicely, that you were advised to Report them (the Bank) and this situation to the Banking Commission in your state.  Since each state has a different name for the agency/controller over banks, find that name before you call or get to the bank so you can throw it in their face. The more knowledgeable you appear to be, the further you will get.  
And just continue to demand the Federal Regulation E form! The bank CAN, MUST and WILL reverse the charge!  But, you must be persistent; ask to speak to the supervisor or the area manager for all the branches in the state.  
Let the bank personnel know you are meeting with the media later in the day, that you would much rather they do the right thing (as most other banks have) by looking at the complaints and immediately reversing the charge(s) to your account; no matter how long ago it was.  Be sure to call the Media if necessary so you are telling the truth. 
If you have to, be loud (but nice) in front of other customers. If you are just calling by phone, the above tactics should still work. The bank can easily fax or mail to you the Federal Regulation E dispute form. CHARGES TO YOUR CREDIT CARD 
If the charge was to your credit card (not debit card, check card, or checking account), contact the credit card company as soon as possible to request a dispute form. Consumers usually have a little longer to dispute fraudulent credit card charges (up to 6 months), but it is better to act right away.  In this type of situation, credit card disputes are usually successful since fraudulent companies often won't contest the disputed charge.  In rare cases, credit card companies will review disputes, but refuse to reverse the charges.  If this occurs, complain to a manager and let them know you will be filing a report here.   
Remember Don't let them get away with it!   Make sure they make the Rip-off Report .. The more Reports filed on a Company or individual, the more likely it is that the authorities, media and attorneys will want to take action. 
 And good luck Let us know how you do! 
ED Magedson  Founder, Rip-off Report.com & Author of www.ripoffrevenge.com 
EDitor@RipoffReport.combadbusinessbureau.com
www.ripoffreport.com 
Don't let them get away with it. 
Make sure they make the Rip-off Report! 
We are not lawyers.
We are not a collection agency. 
We are Consumer Advocates....the victims' advocate 
WE are Civil and Human Rights Activists 
We are a Worldwide Consumer Reporting News Agency...by consumers, for consumersCLICK HERE to read about Credit Card Scams... find out how to get your money back. *Rip-off Report Investigation provides valuable information. ",  Computer Marketing Companies ,0
 BidFuel - AuctionMentor ,"  BidFuel - AuctionMentor  auctionmentor.com 
Internet United States of America ",http://www.auctionmentor.com, 8009313092,BidFuel - AuctionMentor auctionmentor.com $1.97 for 7-day free trial period.  Never rec'd trial kit. My chk account charged $39.95 after 7 days. Still never rec'd kit.  Called and cancelled membership. Customer service VERY rude. Internet,"
										iTS A SHOWDOWN, WITH SOME HO'S DOWN IN UTAH.
8/4/04 MY WIFE VENTURED INTO WHAT SEEMS TO BE THE BIGEST SCAM, SINCE OSWALD WAS BLAMED FOR JFK'S MURDER. 
MY WIFE BOUGHT INTO AN E-BAY STORE, WHICH COSTED $4.19 8/4 AND SINCE THEN THEY HAVE UNTIL LAST MONTH, WITHDREW FUNDS FROM OUR BANK ACCOUNT, AT $29.95 A MONTH. AFTER MANY ATTEMPTS TO HAVE THEM STOP ILLEGALLY STEALING FUNDS, OUR BANK STOPPED ALLOWING THEM ACCESS, WE TRIED TO GET THESE MORONS, OH SORRY MORMONS TO STOP DRAWING THE FUNDS, IN CONSTANT EMAIL AND CANCELLATIONS WHICH HAVE GONE UN-ANSWERED. UNTIL OUR BANK STOPPED THESE GUYS, WHO HAD FOUND ANOTHER WAY TO GET MORE FUNDS, THEY PROVIDED A COMPANY THEY OWN, TO DO THEIR DIRTRY WORK INSTEAD. 
YES PEOPLE THEY GAVE WITHOUT OUR PERMISSION, OUR BANKING INFORMATION TO ANOTHER COMPANY, I FEEL IS WILLFUL INTENT TO COMMIT I.D THEFT. YES THEY GAVE THIS INFO TO A DCOMPANY CALLED WAREHOUSE MEMBERS, WE DID NOT NOTICE THIS UNTIL WE RECIEVED OUR BANK STATEMENT, AND WE DIDNT KNOW WHO THIS COMPANY WAS, SO WE CONTACTED OUR BANK TO FIND OUT, THEY GAVE US THE A NUMBER, 1-877-294-9137, I SPOKE TO A WOMAN WHO COULD NOT SPEAK MUCH ENGLIS, WHO TOLD ME THAT SHE WAS GIVEN THE BANK INFORMATION BY SURPLUS ALERT, WHO GAVE HER PERMISSON TO MAKE BACK PAYMENTS REGGARDING THEIR THEFT. I ASKED THIS WOMAN THEN WHY DOES MY BANK STATEMENT SHOW, NOT TWO DEPOSITS, BUT TWO WITHDRAWLS. THAT BITCH HUNG UP ON ME, AND NO ONE WOULD ANSWER THE PHONE AFTER 19 ATTEMPTS TO CONTACT THEM, THAT NIGHT.
FINALLY I REPORTED THEM TO THE D.O.J, WHO SENT THEM MY COMPLAINT,M WHICH WAS MONTHS AGO. I RECIEVED A LETTER TELLING ME, WHO WAS THE HEAD OF THIS SCAM, AND THAT THEY HAVE DONE THIS BEFORE, THEY TOOK MONEY AND NEVER SENT THE MERCHINDISE AT ALL. JUST AS OUR CASE HAS BEEN. I RECIEVED A CALL FROM THE DEPT OF CONSUMER AFFAIRS, WHO TOLD ME THAT THESE THIEFS WERE GOING TO SETTLE THE MATTER. EVERY DAY I HAVE LEFT MESSAGES WITH THESE MORONS, OH SORRY MORMONS, ZACK BATTY, DAVE SELLERS, DAVE GRANPRARIE, AND THE OWNER DAVE NELSON, WHO RESIDE IN A STATE THAT THINKS ITS OK TO RIP OFF CONSUMERS AS THEY STILL BELIEVE ITS OK TO SLEEP WITH AS MANY WOMEN WIVES THEY WANT A ONE TIME.
NEVER TRUST A MORON, OH SORRY MORON. BECAUSE AS THE DEPT OF CONSUMER AFFAIRS TOLD ME, LAST WEEK I SIGNED INTO A CONTRACT WITH THEM, AND AS I TOLD THIS INVESTAGATOR, THE FEDERAL GOVERNMENT CONCIDERS IT A CRIME, TO TAKE MONEY FOR SERVICES, THEN NOT DELIEVER. WHICH THESE MORONS, OH SORRY MORMONS THINK THEY WOULD GET AWAY WITH IT.
NOT UNTIL MARCH 25, 2005 WHEN I FINALLY GOTTEN A HOLD OF ZACK BATTY, WHO AFTER OUR CONVERSATION WHICH WAS ABOUT A HALF HOUR LONG, AND THE BULL HE STRUNG ME ALONG WITH. AS HE CLAIMED IN THE CALL I RECORDED, BECAUSE I WANT TO INSUSRE THAT HIS CLAIM WILL NOT BE DENIED, I RECORDED HIM STATING THAT HE WAS IN THE PROCESS AS WE SPOKE, MAKING A DEPOSIT INTO OUR ACCOUNT, I SAID I THOUGHT THAT WAS GREAT, BUT HE SAID, UH OHH, I SAID TO MYSELF WHATS HE TRYING TO PULL, WELL HE SAID, I HAVE TO CUT YOU A CHECK FOR THE REST OF THE MONEY, BECAUSE HIS BANK WOULD NOT ALLOW THAT BIG A DEPOSIT TO ONE ACCOUNT. 
DAMN I BOUGHT THAT TRICK TOO. WHY BECAUSE ON MONDAY THE 28, 2005 I CHECKED OUR BANK WHICH HAD NO DEPOSIT OF THIS LAIRS DEPOSIT, NOR TODAY WHICH IS THE 29TH. BOY NEVER TRUST A MORON, OH SORRY MORMON.
I CONTACTED THE DEPT OF CONSUMER AFFAIRS, WHO HAS SINCE NOT RETURNED ANY OF MY CALLS, OVER THIS MATTER, WHICH I LEFT A MESSAGE TELLING THIS INVESTAGATOR, THAT THE MATTER WAS SETTLED PER MY AGREEMENT WITH THE ZACK-OFF, WHO COUGHT ME OFF GAURD. 
DO NOT ALLOW THESE PEOPLE TO ENTER YOUR ACCOUNT, OR GIVE THEM ON DIME, UNTIL YOU GET WHAT YOU PAID FOR, IN FACT DONT TRUST ANYONE WHO MAKES YOU PAY NOW, TO PLAY LATER. WHEN IN UTAH STAY AWAY FROM MORONS WHO, OH SORRY, MORMONS WHO ASK FOR YOUR DEBIT CARD, YOU MAY BE PAYING FOR SOMEONES HOME ON IT. AS IT GOES, THE AGREEMENT ZACK-OOF AND I REACHED HAS YET BEEN FULLFILLED. AND ACCORDING FOR THE DEPT. OF CONSUMER AFFAIRS IN UTAH, YOU GET WHAT U PAY FOR. BUT THEY FORGOT WHO THE HELL THEY ARE DEALING WITH. IF THERE IS AN ATTORNEY OR ATTORNEYS WHO ARE IN NEED OF SOME WORK, PLEASE FEEL FREE TO CONTACT ME, IF NEED BE, I'LL LET YOU HAVE EVERYTHING YOU CAN GET OUT OF THESE CROOKS, AND DONATE MY SHARE TO ONE OF YOUR FAVORITE CHARITIES. LETS SEE HOW THESE MORONS TAKE THIS, OH SORRY MORMONS TAKE THIS BARGIN.
Catherine
tangent, OregonU.S.A.									",  Computer Marketing Companies ,0
 William Ball ,"  William Ball  http://www.elavio.com/ 
Internet United States of America ",, 3174233445,"William Ball Elavio I created a small business plan, sold website contracts and he has not paid me. Internet","
										Ive been in sales for over 25 years and have NEVER encountered a more horrific excuse for a company.  We ordered several magazines back in November of 2006 and to date have yet to receive a single issue.  We've received a ton of other 'free' magazines, but none of the ones we initially ordered.  We we call we are told that a ""complaint"" has been filed and it takes 8-12 weeks for them to look into, not solve the issue.  All the while we are still being billed for magazines we haven't received.  
I placed a follow up call and was informed by one of their phone-monkeys that my account has been flagged because I am rude.  When I asked why, I was hung up on in mid-sentence!  When I called back, the woman told me that she would not talk to a ""rude"" person and hung up again.  I tried to explain that I was upset at the fact that we've never received our magazines but she would not listen.  She just kept repeating that I am the rude one and hung up AGAIN!
I cancelled our credit card to stop the billing and informed the BBB in Florida.  This is one orf the biggest scams I have ever encountered and truly believe that they have no intention of fulfilling your magazine subscriptions while pushing ""free"" subscriptions to other magazines that no one wants.
David
Tempe, ArizonaU.S.A.									",  Computer Marketing Companies ,0
 CHARTER COMMUNICATIONS ,"  CHARTER COMMUNICATIONS  12405 Powerscourt Drive 
St. Louis, Missouri United States of America ",, 8884382427,"CHARTER COMMUNICATIONS  Unrelated 3rd party buisness solictors for Charter quoted 1 price for Bundled Services while Charter bills me a different price. Been trying 5 months to get corrected. Charter can't correct bill erro  St. Louis, Missouri","
										James Alders lies through his teeth he thinks he knows everything but he does not he does not pay child support he will lie to you with a smile on his face. He is deceptive dishonest who does not care about any one but him self
Kit kat
Framingham, MassachusettsU.S.A.									",  Computer Marketing Companies ,0
 nuevo mondo ,"  nuevo mondo  881 allwood rd. 
clifton, New Jersey United States of America ",, 9735941000,"nuevo mondo This company asked me for all my documents, aproved me and promised me id get my product in 2 weeks and it never arrived then they tried to charge me for a product I never got. They are untrust worthy The liers a person should never trust  ""NUEVO MONDO""... clifton, New Jersey","
										Jason ryan isaksons ebook: ""millions at the kitchen table"" is a waste of time and money. Jason makes promises like: ""get paid even if this system fails"", added bonuses if you join before a certain date. Well, none of that was true and when I emailed info@doublepayback.com they just wanted to cancel my order..no word as to bonuses or how this system would pay when it failed. 
These are just two things that are falsely advertised on doublepayback.com. Now as for the ebook that I paid for...well it was full of filler words and information that I all ready knew. It was like being in college again and writing a paper about which I knew nothing about, but as long as I typed words that made it sound like I knew, I would get a grade! Seriously, a third grader could've done better with a little research.
It read like a infomercial and at the end of the whole ebook, since jason doesn't give you all the facts,  he wants you to buy more of his product at an even more inflated price. He lures you in with empty promises then tries to get you to spend more money investing in his products. The only person getting rich is Jason and Co. so don't buy into it. If it sounds too good to be true it is!
Curt
little rock, ArkansasU.S.A.									",  Computer Marketing Companies ,0
 Peter Lessard - Local Direct Response - LDR ,"  Peter Lessard - Local Direct Response - LDR  2281 Walsh Avenue 
Ottawa, Ontario United States of America ",, 8882982237,"Peter Lessard - Local Direct Response - LDR Peter Lessard, Local Direct Response and LDR Peter Lessard and all his companies are built on lies. Stay away from Peter Lessard! Ottawa, Ontario","
										Jeff Mills from the Midwest Super Conference and now Resorts 360 will Rip You Off! Don't fall for this scam artists tricks!
I'm positive 10's of thousands of people, like myself, have been a victims of this online scam artists Jeff Mills.
Jeff will lure you in and tell you that he's a former youth minister and a christian Internet marketer. That right there should have been a clear message to stay clear of this scam artists.
Jeff will tell you about all of his new programs including his Midwest Super Conference, Resorts 360, and other Internet marketing programs that are going to make you so much money. 
The reality is that jeff mills will be the only one to make money....don't trust him. It will never happen. from jeffmills.com or www.jeffmills.com 
I have bought into so many of his programs, ALL of my friends too, and not one of us had made a penny from anything he sells or promotes.
One thing I can tell you however, is that he will take your money and then never talked to you again.
Now he's traveling the globe speaking at seminars like the Traffic Generation Summit in London and Portugal other speakers like Armand Morin, Matt Bacak, and Brian Koz. You can guarantee I'm probably the one paying for his trip..and a lot of other people who have also been scammed by him too.
What Jeff Mills will do is introduce some kind of guest speaker with great Internet marketing idea that ALSO Don't work....make you think its the greatest thing in the world....then leave you high and dry...hundreds if not thousands of dollars later.
Jeff also ripped me out of thousands of dollars with a Call Center Scam....where he will try to tell you his call centers will close sales for you! Forget it...the only thing that will happen is you'll lose ALL of your money...and be left in the dark!
BEWARE OF THE FOLLWING JEFF MILLS SCAMS
Jeff Mills www.jeffmills.com jeffmills.com Midwest Super Conference The Christian Internet Marketing Men- Resorts 360 - GoldMills Marketing
Jeff mills ripped me off
Miami, FloridaU.S.A.									",  Computer Marketing Companies ,0
 Google Fortune ,"  Google Fortune  7614 Arvilla Avenue 
Sun Valley, California United States of America ",, 8773618622,"Google Fortune  GOOGLE FORTUNE SCAM!! DO NOT GIVE BANK INFORMATION FOR $ 1.97. THEY WILL CHARGE YOU $69.97 BEFORE YOU EVEN GET YOUR CD. Sun Valley, California*NOTICE..!! this ripoff has nothing to do with Google search engine - many rip-off businesses use the Google name to fool consumers. ","
										Jerry Nolke, website consultant, persuaded my sister and I that with the services of his company: Captures.com, we would make more money faster and get our stores recognized in more search engines.
Web Marketing Source aka Captures.com, was to build us a store in 2.5 for a better style, also they were to update two other stores we already have online, with the option to update the rest of our online stores.
As of today, 12-4-2006, we cannot reach them by phone, e-mail or carrier pigeon(?).  We leave nessages repeatedly, and e-mail frequently.  Some numbers are no longer working numbers and we are very concerned.
We are a new company struggling to survive and need services rendered for the money we invest.  The cost of this service is $4749.99 initially, with $99.99 to be charged monthly thereafter for each website.  If only we could have some feedback and/or a refund if the service is not to be provided.
Is this a legitate company? Or have we been duped?
Marti
Aurora, IndianaU.S.A.									",  Computer Marketing Companies ,0
 Your Biz Websites ,"  Your Biz Websites    
St Geoge, Utah United States of America ",, 8016496720,"Your Biz Websites  - YourBizWebsites - YourBixMiniSites - YourBizWebsite Fast Track I was scamed off roughly 200.00 dollars for products and services I never got.  They said a refund but they are impossible to deal with.  They use a automated refund system that is hard to use. St Geoge, Utah","
										Joined datamoneyonline and was told if I worked for an hour, would make approx. $120.00. I  had canceled the next day, because have seen this type of business before and did not want to get involved.  Reread  the policy and it stated you had to try it first .  I did and after 2hrs. of constant work made a whole $4.11.  I tried to call the number several times and got a recording.  Was told to e-mail and had did so several times.  I called for my bank info and it gave me my balance-which was minus the $197.00 . I joined on May 5th and checked my account on May 6th, with the hope they refunded my money-which they did not.    
I am now very upset because as of May10th they had apparently put the money back in my account, because I was going to go shopping and checked my balance , which showed I now had the $197.00 back in.  Thinking I had been canceled I went shopping and   as of today May 12th I am in arrears $ 392.00 , having spent money on my card that they had seemingly put back in and then took right back out. They had charged the card May 11th without any correspondence.. They claim that they will tell you when they will take the money.  I did and have not received any communication with them what so ever.
Bette
Middletown, New YorkU.S.A.									",  Computer Marketing Companies ,0
" Resultzzs, LLC - Omni Srvc ","  Resultzzs, LLC - Omni Srvc  www.resultzzs.com 
Saint George, Utah United States of America ",, 8663558785,"INVESTIGATION: Achieve Technologies clients, feel safe, confident & secure when doing business with Achieve Technologies. Formally Resultzzs Mentoring, completely revamped. Commitment to Rip-off Report Corporate Advocacy Program.*UPDATE: Achieve Technologies Executive's recently purchased Resultzzs Mentoring, completely revamped & re organized every department, commitment to insure clients success & total satisfaction, specializing in working with individuals, small businesses & companies from around the world to help them create a dynamic business plan, web presence and marketing campaign by leveraging the 'Global Online Marketplace' to secure their financial freedom and independence. ","
										JORDE  TESSLER HAS TAKING 200,000k FROM ME  RAISING THE SHARE'S AMOUNTS TO TURN A PROFIT FOR HIS OWN POCKET WHEN THE THERE REALLY NOT WORTH  AS MUCH AS THEY ARE. HE TELLS THE INVESTOR TO MAKE THE CHECK OUT TO A 3RD PARTY COMPANY CALLED JORDISA LLC AND HAS CHEYENNE MT/STARGATE CUT THE SHARE'S TO THE PERSON OR COMPANY. HE PROMISED ME THE THE GAME WOULD BE OUT IN 8-8-2008. JORDE NEEDS TO BE STOP HE'S MAKING A QUICK BUCK WHEN THE GAME IS NOT EVAN FINNISH WITH OUT A Securities License. 
s
mesa, ArizonaU.S.A.									",  Computer Marketing Companies ,0
" Peel, Inc. Shopdani.com, Posterpass.com, Seattlecoffe.com, Homeartsdirect.com ","  Peel, Inc. Shopdani.com, Posterpass.com, Seattlecoffe.com, Homeartsdirect.com  www.peel.com 
Internet United States of America ",, 8474240954,"Peel, Inc. Shopdani.com, Posterpass.com, Seattlecoffe.com, Homeartsdirect.com Peel, Inc., Shopdani.com, Seattlecoffee.com, Homeartsdirect.com posterpass peel evanston Brian Dale Salt Lake City, Internet","
										Juicy Leads claims to be an internet provider of quality leads for mortgages and more.  The use SPAM tatics and try to cover this by claiming to use third party companies to collect leads.  They are one of the leading causes of SPAM on the internet.
They use misleading and down right lies as subject lines to get people to open the e-mail.  A representative of juicy leads even called me to confirm that I filled out a form to get a quote.  I informed this person that I followed the link from the SPAM to a site to fill out the form so I would be contacted by a human to trace the source of the e-mail.  The source is always juicy leads.  This person told me if I was not interested to just delete the e-mail or not to fill out the form.  This is how he defends the illigal and annoying use of SPAM to generate the leads.
I also understand they are denying a credit to the companies that call me to solicit mortgage services.
What a joke of a company!  Run do not walk away and never use this company for anything
Justin
oconomowoc, WisconsinU.S.A.									",  Computer Marketing Companies ,0
" Data Depot, DataDepot ","  Data Depot, DataDepot  www.datadepot.biz 
Internet United States of America ",, 800-555-32,"Data Depot, DataDepot  I bought their consumer lists  to email for business. I used their email software program which is hard to use.  A good portion of the leads are bad and the support is horrible. Internet","
										Just looked at the email that I failed to send to Bill Todd (CEO of capbizgroup) today. Basically they cheated me to setting up one pharmacy website and one casino website for $998 in total, and promised me that I would get back the investment within several months. They even persuaded me not to ask for a refund within 30 days when I felt something wrong at that time. Now after one year I didn't see a penny coming in as comission for those two websites at all.
I feel so lucky that I regret right after setting up the websites and didn't put more money into the advertisement that they tried to allure me into!!! I don't know if I can still get my $998 back, but based on my expereince, anyone please never be cheated by their disguise again and stay far away from Bill Todd!
Linna
Hi Todd:
THis was your reply email when I asked for refund last year, you said you would prove to me how all of this works, but I didn't see any proof  after one year. My commission is still $0 after one year of waiting, which means now matter how many visits you sent to my website it doesn't work to mke money for me at all, which was quite different from what your salesman told me before. At that time they said I could expect more than getting back my investment within several months, which was apparently misleading when I am looking back now. I think I was cheated when I entered into this fault business and also when you gave me wrong infomation in the email again to let me stay and wait when I tried to get my refund within 30 days. 
As you promised here, you said I can ask you questions anytime I want to, and if you don't respond to my email this time and figure out all things, I remain all my legal rights to do anything against this.
Thanks,
Linna
Capital Business Group  wrote:
Ms. Linna,
I personally make it my mission to make sure every one of my clients is treated with extreme professionalism.  I also greatly appreciate you giving us the opportunity to prove how all of this works.  To aid in your progress, we are going to send an additional 10,000 Guaranteed Visitors to your website.  We are also going to enable your website with our Ad Tracker and Auto Responder.  We will also waive all hosting fees.  I sincerely wish you all the best and will be at your disposal should you need me in the future.  Please dont hesitate to call 1-800-794-0388 should you need anything at all.
Respectfully,
Bill Todd
President
Cap Biz Group
Linna
San Jose, CaliforniaU.S.A.									",  Computer Marketing Companies ,0
 John Roygoza ,"  John Roygoza  700 south flowers street 
Los angeles, Hawaii United States of America ",, 1213405533,"John Roygoza - Pushtraffic.com - Jumplaunch.com14 Fraud, scam, stole 2000.00 from me with nothing to shiw for it. I was lied to. Los angeles California","
										Just thought I'd warn people know that Vista Print will sell your credit card information to WLI Reservations - a marketing company.  There are lots of other companies that will do this as well.  Make sure you search the web for such companies.  A simple google search on WLI Reservations fraud turns up tons of links.  When you process an order through Vista Print a pop-up asks you if you want additional services or some such non-sense.  They ask for your e-mail address twice and if you give it to them, it 'authorizes' WLI to essentially steal your account information and begin processing monthly 'service charges'.  I got whacked 3 times for $9 each for their 'services'.  All my wife wanted to do was buy some business cards and some magnets.  I'll never do business with companies that have 'partnerships' with such ripoffs again.  It may be more expensive, but I'm sure my local screenprinter would love to have the extra business....
David
Portland, MaineU.S.A.									",  Computer Marketing Companies ,0
" Modern Marketing Systems, Jim Ford, Celeste Wills ","  Modern Marketing Systems, Jim Ford, Celeste Wills  8808 N Central Ave 
Phoenix, Arizona United States of America ",, 8773726653,"Modern Marketing Systems, Jim Ford, Celeste Wills  modern marketing systems, jim ford, celeste wills, micro site and google adsense scam Phoenix, Arizona","
										Just to see if it was legit, I used a junk email address to attempt to get a Red Lobster gift card from theuseful.com.  After pages of information, I finally got to the page where you had to sign up for at least one offer before receiving your gift card.  Since I was going to sign up for BMG Music anyway, I decided why not here and get a gift card as a bonus.  Well, to make a long story short, I never received the gift.  I called and left the useful a message with no response.  
I finally did receive a response from an email I sent indicating that they had sent me a form to fill out and mail back and that I had never returned it.  They gave a website address which took me to the form with my name and address on it already.  I completed the form and physically mailed it to them in Florida.  It has been about 6 weeks since mailing back the form and I still have not received anything.  BEWARE!!!
Tami
honesdale, PennsylvaniaU.S.A.									",  Computer Marketing Companies ,0
 Centra Conex LLC ,"  Centra Conex LLC  3419 E Chapman Ave Suite 92869 
Orange, California United States of America ",, 9512393178,"Centra Conex LLC  I am a re-seller and the A-Holes STOLE ALL my business from me, These people are NEFARIOUS AND CORRUPT san rafael, California","
										Kaching Kaching is a total rip-off. They do tell you that they will shut down Amazon and that all of their prices top theirs which is a total lie as I checked the prices and Amazon's prices were much lower overall and better than all Kaching Kaching prices. They kept telling us that our site would sell itself, then after they convince us to buy in at $29and $1 per month that we could earn even more because we would actually be business builders!!! The representative who lives in Sonoma County and actually works for the Chamber of Commerce, made many promises, wanted our visa card number over the phone so that we could become business builders. There were no contracts but we were told we could change our minds and receive a refund of our $29.00 within the first month. Now the company is saying they have never heard of Will Brody!!!I realized $29 isn't a lot of money, but my husband was unemployed at the time but the representative knew that at the time and $29 was too much to pay for anything that was worth nothing to us at the time. They are making money from the little guy, like us and profiting from it. Then after he received our money, he wanted us to call our friends and get them to join!!! If we had known that we would have never joined this business!!!None of our friends would be interested in this and we were not willing to lie to them to sell something so that we could make commisson on selling this business idea that doesn't work for most regular honest people!! We were told our store would sell itself . This business is a scam, just like the first business and many of the others that Robert J.McNulty, created and made a ton of money on shopping.com 350.00 million to be exact.  It is my understand that he owes Reps money but doesn't pay and that he went bankrupt after making a lot of money!After the representative received his money he never answered our requests to cancel via emal, now the company is claiming they don't know him?									",  Computer Marketing Companies ,0
 Prospect MX ,"  Prospect MX  221 Rohrerstown Road 
Lasncaster, Pennsylvania United States of America ",, 8663123188,"Prospect MX  Scam artists with no ethics  Lancaster, Pennsylvania","
										Keylynk Technologies is the liquidator for Pratt & Whitney's old computer equipment under the trade name P&W Surplus Store. Approximately a month and a half ago I purchased a computer (laptop) from them. Included in my purchase was the operating system for which I paid an additional $30. However, they never included a copy of the operating system in my bag. 
Now that its 45+ days later they are requesting that I pay for another operating system - THE SAME ONE they already charged me once for. I of coarse am refusing to pay again for what I already purchased. Let's see if this complaint spurs them to set things right.
Steve
East Hartford, ConnecticutU.S.A.									",  Computer Marketing Companies ,0
 Ben Delanoy ,"  Ben Delanoy  1420 Plantation Circle 
Plant City, Florida U.S.A. ",, 813-650-3671,Ben Delanoy Abandonded his own dog Plant City Florida,"
										Keylynk Technologies is the liquidator for Pratt & Whitney's old computer equipment under the trade name P&W Surplus Store. Approximately a month and a half ago I purchased a computer (laptop) from them. Included in my purchase was the operating system for which I paid an additional $30. However, they never included a copy of the operating system in my bag. 
Now that its 45+ days later they are requesting that I pay for another operating system - THE SAME ONE they already charged me once for. I of coarse am refusing to pay again for what I already purchased. Let's see if this complaint spurs them to set things right.
Steve
East Hartford, ConnecticutU.S.A.									",  Computer Marketing Companies ,0
 USA Survey Group ,"  USA Survey Group  www.usasurveygroup.com 
Internet U.S.A. ",, 877-312-7263,USA Survey Group Is a scam! Internet,"
										Lakeview Solutions may seem like a dream come true when they contact you, but beware. 
I got a call back the day after I sent Lakeview Solutions my resume asking to come in for an interview. Being that I have been dealing with scam artists all Summer, I decided to do some research. 
I went to their website and not only is it a cheap hosting site (red flag 1), but everything is extremely vague (red flag 2). Usually, if a company is ""a major presence in some of the country's largest chain retailers"" one would logically think that those largest chain retailers would be shouted from the rooftops, so to speak. 
Not for Lakeview Solutions! I called the Human Resources department and the person whom answered would not tell me which chain retailers the company is working for (red flag 3). Human Resources of Lakeview assured me that they're hiring for many positions. I asked her which position I was interviewing for, to which she said I'd find out once I go to the interview (red flag 4). 
I googled the company, and all I could find was the numerous job-finding websites they've posted on (red flag 5) for the past four months (red flag 6). You would think they would be able to hire employees after four months of relentless posting on a cornucopia of websites. 
I would not bother going to an interview with said company. ",  Computer Marketing Companies ,0
 Modern Marketing Systems ,"  Modern Marketing Systems  8808 North Central Ave Suite #108 
Phoenix, Arizona U.S.A. ",, 877-372-6653,Modern Marketing Systems Refuses to pay gaurantee Phoenix Arizona,"
										Last May when I was on a plane going to visit my relatives back east I saw an infomercial on the plane which offered ways to make money on ebay and the Internet. I sent for the information pack and instead of paying the $39.95 requested I paid $123.18 including tax and shipping for the upgraded package. 
When I received it and read the material and watched all the DVDs, I realized that there was very very little information that I did not already know.  I figured that I should have known better, and felt good that I only was out the $123.18.  
Well, I noticed on a recent bank statement that I have been charged $29.95 per month since then for absolutely nothing.  I never agreed to any additional charges or did I receive anything additional in the mail. 
After reading the rip off reports on this site, I now feel pretty bad that I did not catch this sooner. I am going to contact my bank and see what if anything can be done regarding these charges and also how to stop these automatic debits. There is some comfort in knowing that I am not the only one who has been taken advantage of, but I still feel pretty foolish. Advice to anyone considering getting information from this company: Beware!
Charlief
Roseville, CaliforniaU.S.A.									",  Computer Marketing Companies ,0
